"releaseId","ContentType","Title","Date","Url","Keywords","Names","Organizations","Places","AssignedCategories","FavoritesLikes","RetweetsShares","FollowersCount","CommentsCount","WordCount","Source","Party","Gender","IsCurrent","SourceType","EducationLevel","Religion","Race","DateOfBirth","AgeRange","Industry","Military","PriorPublicOffice"
"51821687","YouTube","Ted Cruz for President","2015-03-23 06:15:22Z","http://www.youtube.com/watch?v=cEOKJRkhpxg","[]","[Ted Cruz]","[]","[]","[]","","","","","5","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51821685","YouTube","Ted Cruz para Presidente","2015-03-23 09:57:22Z","http://www.youtube.com/watch?v=oB3smCq7Mjo","[]","[Ted Cruz]","[]","[Presidente]","[]","","","","","5","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51821683","YouTube","Presidential Candidate Ted Cruz Speaks at Liberty University","2015-03-23 18:26:23Z","http://www.youtube.com/watch?v=ujW071RLYNg","[candidate;presidential candidate]","[Ted Cruz]","[]","[]","[Universities]","","","","","11","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51821681","YouTube","Sen. Ted Cruz on CBS This Morning","2015-03-24 13:35:16Z","http://www.youtube.com/watch?v=6mXlcMYqGYg","[morning]","[Ted Cruz]","[]","[]","[]","","","","","10","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51821679","YouTube","Sen. Ted Cruz on Bloomberg's With All Due Respect","2015-03-24 23:01:37Z","http://www.youtube.com/watch?v=ovWcU7mXwd8","[respect;due respect]","[Ted Cruz]","[]","[]","[]","","","","","13","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51821677","YouTube","Sen. Ted Cruz on the Kelly File","2015-03-25 02:10:25Z","http://www.youtube.com/watch?v=xEl7qFuHVRU","[]","[Ted Cruz]","[]","[]","[]","","","","","10","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51821675","YouTube","Sen. Ted Cruz on the Mike Gallagher Show","2015-03-25 15:57:18Z","http://www.youtube.com/watch?v=rX4tgPPAbzE","[]","[Mike Gallagher;Ted Cruz]","[]","[]","[]","","","","","12","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51821673","YouTube","Ted Cruz: Real Conservative Change","2015-03-27 15:48:06Z","http://www.youtube.com/watch?v=uwdZlEmc618","[change;movement;conservative change;real conservative change]","[Ted Cruz]","[]","[]","[]","","","","","26","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51821671","YouTube","This is Our Fight","2015-03-29 14:14:35Z","http://www.youtube.com/watch?v=M-AncjlTHpY","[fight]","[]","[]","[]","[]","","","","","5","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51821669","YouTube","We need your support before midnight!","2015-03-31 18:47:33Z","http://www.youtube.com/watch?v=lLshTl5vJEo","[midnight;support]","[]","[]","[]","[]","","","","","7","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51821667","YouTube","Blessing","2015-04-02 21:30:41Z","http://www.youtube.com/watch?v=-EsDxRDEwhw","[blessing]","[]","[]","[]","[]","","","","","2","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51884769","YouTube","""He's In""","2015-04-07 00:17:13Z","http://www.youtube.com/watch?v=Qr1xPdybtGQ","[]","[]","[]","[]","[]","","","","","5","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51884767","YouTube","Kentucky Announcement Rally","2015-04-07 17:32:00Z","http://www.youtube.com/watch?v=dh_oPzlM-Yg","[announcement]","[]","[]","[Kentucky]","[]","","","","","6","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51884765","YouTube","Rep. Mick Mulvaney Welcomes Rand Paul to South Carolina","2015-04-09 13:42:41Z","http://www.youtube.com/watch?v=zJO8xl3xJG8","[]","[Mick Mulvaney]","[]","[South Carolina]","[]","","","","","12","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51821665","YouTube","Reignite the Promise of America","2015-04-09 14:28:57Z","http://www.youtube.com/watch?v=k0LWhY9lCoc","[]","[]","[]","[America]","[]","","","","","6","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51884763","YouTube","New Hampshire Rally Highlights","2015-04-09 22:24:09Z","http://www.youtube.com/watch?v=IAxqvEzIHAo","[highlights;today]","[]","[]","[New Hampshire]","[]","","","","","11","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51884761","YouTube","New Hampshire Rally - April 8, 2015","2015-04-09 22:31:27Z","http://www.youtube.com/watch?v=F7qOUNrSFeI","[]","[]","[]","[New Hampshire]","[]","","","","","13","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51821663","YouTube","Ted Cruz: I'll continue to fight until each of these soldiers receives benefits they deserve","2015-04-10 13:19:59Z","http://www.youtube.com/watch?v=NwEtXJT_69o","[soldiers;benefits]","[Ted Cruz]","[]","[]","[Soldiers]","","","","","33","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51821661","YouTube","Sen. Ted Cruz at the 2015 NRA Annual Meeting","2015-04-10 22:41:39Z","http://www.youtube.com/watch?v=wwxMNckdNiE","[]","[Ted Cruz]","[]","[]","[]","","","","","13","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51884759","YouTube","""Defeat The Washington Machine""","2015-04-11 01:34:10Z","http://www.youtube.com/watch?v=lUAP_WMr2fw","[liberty;machine]","[]","[]","[Washington]","[]","","","","","16","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51821659","YouTube","Sen. Ted Cruz on the Larry Kudlow Show","2015-04-11 15:15:30Z","http://www.youtube.com/watch?v=mm-USGQ_y_w","[]","[Larry Kudlow;Ted Cruz]","[]","[]","[]","","","","","12","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51884757","YouTube","South Carolina Rally Highlights","2015-04-11 17:10:41Z","http://www.youtube.com/watch?v=sl9pEu97u-Y","[highlights;today]","[]","[]","[South Carolina]","[]","","","","","11","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51883681","YouTube","Getting Started","2015-04-12 14:45:11Z","http://www.youtube.com/watch?v=0uY7gLZDmn4","[champion;announcement;announcement video]","[]","[]","[]","[]","","","","","28","Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"51884755","YouTube","Rand Paul Appears on CNN State of the Union- April 12, 2015","2015-04-12 15:51:43Z","http://www.youtube.com/watch?v=WMNbCA3qyPo","[]","[]","[]","[]","[Organised Labor]","","","","","15","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51884753","YouTube","Rand Paul Appears on CBS Face the Nation- April 12, 2015","2015-04-12 15:53:21Z","http://www.youtube.com/watch?v=DApkXDZqkOA","[nation]","[]","[]","[]","[]","","","","","14","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51884751","YouTube","Rand Paul Appears on NBC Meet the Press- April 12, 2015","2015-04-12 15:54:30Z","http://www.youtube.com/watch?v=lrgyjstkbEk","[]","[]","[]","[]","[]","","","","","14","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51821657","YouTube","We're Ready for Hillary","2015-04-12 17:36:39Z","http://www.youtube.com/watch?v=yqQQ0meWnFc","[]","[]","[]","[]","[]","","","","","5","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51884749","YouTube","South Carolina Rally - April 9, 2015","2015-04-12 17:40:34Z","http://www.youtube.com/watch?v=jBuhzUU6ksM","[]","[]","[]","[South Carolina]","[]","","","","","10","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51884747","YouTube","Rand Paul Appears On the Record- April 13, 2015","2015-04-14 00:12:12Z","http://www.youtube.com/watch?v=iWuhoyZU7SI","[]","[]","[]","[]","[]","","","","","12","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51884745","YouTube","Kelley Paul Appears on the Today Show- April 14, 2015","2015-04-14 13:03:40Z","http://www.youtube.com/watch?v=3y-zxhneTcc","[today]","[Kelley Paul]","[]","[]","[]","","","","","13","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51884743","YouTube","Kelley Paul Joins Fox & Friends- April 14, 2015","2015-04-14 13:04:41Z","http://www.youtube.com/watch?v=VtM5exCyLxU","[]","[Kelley Paul]","[]","[]","[]","","","","","12","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51883779","YouTube","Marco Rubio's Presidential Campaign Announcement Speech","2015-04-14 13:41:42Z","http://www.youtube.com/watch?v=H-D7sYUIrxY","[speech;announcement;announcement speech]","[]","[]","[Miami]","[]","","","","","18","Sen. Rubio, Marco - (R – FL) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Roman Catholic","Hispanic","1971-05-28","35-44","[Law]","","[State]"
"51883777","YouTube","Snapchat Stories: Announcement Day","2015-04-14 14:32:01Z","http://www.youtube.com/watch?v=rv6iuR04-ZE","[announcement day;snapchat;marcorubio16]","[]","[]","[Miami]","[]","","","","","41","Sen. Rubio, Marco - (R – FL) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Roman Catholic","Hispanic","1971-05-28","35-44","[Law]","","[State]"
"51883775","YouTube","Marco Rubio: Yesterday is Over","2015-04-14 18:31:59Z","http://www.youtube.com/watch?v=HKkj5nmTSNg","[speech;announcement;announcement speech]","[]","[]","[Miami]","[]","","","","","16","Sen. Rubio, Marco - (R – FL) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Roman Catholic","Hispanic","1971-05-28","35-44","[Law]","","[State]"
"51884741","YouTube","""The Movement Begins""","2015-04-14 20:01:59Z","http://www.youtube.com/watch?v=EJbuLb5T1yc","[today]","[]","[]","[]","[]","","","","","10","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51883773","YouTube","Yesterday is over!","2015-04-14 22:01:56Z","http://www.youtube.com/watch?v=3_PfQOA7ZqM","[announcement;scenes;special day]","[]","[]","[]","[]","","","","","36","Sen. Rubio, Marco - (R – FL) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Roman Catholic","Hispanic","1971-05-28","35-44","[Law]","","[State]"
"51884739","YouTube","Kelley Paul Appears on The Real Story with Gretchen Carlson- April 14, 2015","2015-04-15 02:15:50Z","http://www.youtube.com/watch?v=c65LyLspNI0","[]","[Gretchen Carlson;Kelley Paul]","[]","[]","[]","","","","","16","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51884737","YouTube","Kelley Paul Appears on Hannity- April 14, 2015","2015-04-15 13:02:12Z","http://www.youtube.com/watch?v=8kXXU9vzFVk","[]","[Kelley Paul]","[]","[]","[]","","","","","11","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51884735","YouTube","Iowa Rally Highlights","2015-04-15 13:50:12Z","http://www.youtube.com/watch?v=07LWKqfdNf8","[highlights]","[]","[]","[Iowa]","[]","","","","","9","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51884733","YouTube","Iowa Rally - April 10, 2015","2015-04-15 14:07:16Z","http://www.youtube.com/watch?v=TbUNEkKVM60","[]","[]","[]","[Iowa]","[]","","","","","12","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51883771","YouTube","Marco Rubio: My Whole Career Has Been About Reform","2015-04-15 19:27:24Z","http://www.youtube.com/watch?v=FDFSWgBFVbQ","[reform]","[Bill Hemmer;Martha MacCallum]","[]","[]","[Careers]","","","","","18","Sen. Rubio, Marco - (R – FL) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Roman Catholic","Hispanic","1971-05-28","35-44","[Law]","","[State]"
"51883679","YouTube","The Deck Is Still Stacked","2015-04-15 20:16:43Z","http://www.youtube.com/watch?v=8aDRZ0akDJY","[country;deck;american families]","[]","[]","[Iowa;Kirkwood;Stacked]","[Colleges]","","","","","78","Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"51884731","YouTube","Kelley Paul Appears on Morning Joe- April 15, 2015","2015-04-16 04:06:10Z","http://www.youtube.com/watch?v=1Zo8gR2a74Q","[morning]","[Kelley Paul]","[]","[]","[]","","","","","12","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51884729","YouTube","Kelley Paul Appears on CNN's New Day- April 15, 2015","2015-04-16 04:16:57Z","http://www.youtube.com/watch?v=KQc0EWB5iK4","[]","[Kelley Paul]","[]","[]","[]","","","","","13","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51821655","YouTube","Jack Welch: Ted Cruz is a guy you can trust","2015-04-16 13:37:17Z","http://www.youtube.com/watch?v=FXw-0KCmV7E","[guy]","[Ted Cruz]","[]","[]","[]","","","","","10","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51883769","YouTube","Marco Rubio discusses his tax plan","2015-04-16 15:20:57Z","http://www.youtube.com/watch?v=YGfL1uye1U0","[tax;plan;tax plan]","[Marco Rubio]","[]","[]","[]","","","","","15","Sen. Rubio, Marco - (R – FL) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Roman Catholic","Hispanic","1971-05-28","35-44","[Law]","","[State]"
"51884727","YouTube","Nevada Rally Highlights","2015-04-16 16:14:30Z","http://www.youtube.com/watch?v=wLOeZYgdy4k","[highlights]","[]","[]","[Nevada]","[]","","","","","9","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51821653","YouTube","Jack Welch: Ted Cruz says what he's going to do, and he does it","2015-04-16 21:20:00Z","http://www.youtube.com/watch?v=nqKQgxY8AdY","[]","[Ted Cruz]","[]","[]","[]","","","","","17","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51883677","YouTube","""That's Our Gal""","2015-04-16 22:38:42Z","http://www.youtube.com/watch?v=Ij4Mf2eSyG4","[coffee;gal;marriage equality;favor of marriage]","[]","[]","[Iowa;Council Bluffs]","[]","","","","","36","Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"51821651","YouTube","Ted Cruz on the Adam Carolla Show","2015-04-17 13:46:43Z","http://www.youtube.com/watch?v=addpQ49InVA","[]","[Ted Cruz;Adam Carolla]","[]","[]","[]","","","","","11","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51883675","YouTube","Hillary's Campaign Kick-off Trip to Iowa in 100 Seconds","2015-04-19 13:23:06Z","http://www.youtube.com/watch?v=3Nc8OxgF1lI","[country;campaign]","[]","[]","[Iowa]","[]","","","","","38","Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"51883767","YouTube","Marco Rubio on Face the Nation","2015-04-19 19:19:19Z","http://www.youtube.com/watch?v=cJzI_ocZuJQ","[host]","[Bob Schieffer;Marco Rubio]","[]","[New Hampshire]","[]","","","","","13","Sen. Rubio, Marco - (R – FL) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Roman Catholic","Hispanic","1971-05-28","35-44","[Law]","","[State]"
"51883765","YouTube","We are on the verge of another American Century","2015-04-19 19:33:49Z","http://www.youtube.com/watch?v=LdBx58vm6hA","[verge]","[Marco Rubio]","[]","[New Hampshire;Nashua]","[]","","","","","25","Sen. Rubio, Marco - (R – FL) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Roman Catholic","Hispanic","1971-05-28","35-44","[Law]","","[State]"
"51884725","YouTube","Nevada Rally - April 11, 2015","2015-04-20 20:54:50Z","http://www.youtube.com/watch?v=Tre8PEdu37c","[]","[]","[]","[Nevada]","[]","","","","","12","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51883763","YouTube","Marco Rubio Answers Top Google Searches for Marco Rubio","2015-04-21 02:07:18Z","http://www.youtube.com/watch?v=G1Hx_jqw4Zk","[campaign;answers]","[Marco Rubio]","[Google]","[]","[]","","","","","16","Sen. Rubio, Marco - (R – FL) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Roman Catholic","Hispanic","1971-05-28","35-44","[Law]","","[State]"
"51884723","YouTube","Sen. Rand Paul Joins Hannity- April 20, 2015","2015-04-21 13:15:46Z","http://www.youtube.com/watch?v=occMy_KPmI4","[]","[]","[]","[]","[]","","","","","11","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51884721","YouTube","Sen. Rand Paul Joins Bill Hemmer on America's Newsroom- April 21, 2015","2015-04-21 13:57:04Z","http://www.youtube.com/watch?v=qQbfL-We8AI","[]","[Bill Hemmer]","[]","[]","[]","","","","","15","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51883673","YouTube","The Power of Organizing","2015-04-21 18:17:15Z","http://www.youtube.com/watch?v=0EN9a27gves","[conversations;soul]","[]","[]","[]","[]","","","","","30","Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"51883761","YouTube","That is a lot of cell phones!","2015-04-22 22:51:13Z","http://www.youtube.com/watch?v=XbIoDbYRlmw","[campaign;cell;cell phones]","[]","[]","[]","[Mobile Telecommunications;Voice Communications]","","","","","22","Sen. Rubio, Marco - (R – FL) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Roman Catholic","Hispanic","1971-05-28","35-44","[Law]","","[State]"
"51884719","YouTube","Announcement Rally Recap - Louisville, KY","2015-04-23 14:18:05Z","http://www.youtube.com/watch?v=xfHVkT6OcwA","[campaign;announcement]","[]","[]","[Louisville]","[]","","","","","15","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51821649","YouTube","Ted Cruz at the Iowa Faith and Freedom Coalition Summit","2015-04-26 02:36:51Z","http://www.youtube.com/watch?v=0kypyTdw2ao","[faith]","[Ted Cruz]","[]","[Iowa]","[]","","","","","14","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"51883759","YouTube","Rubio: Our Rights Come From God","2015-04-26 18:16:07Z","http://www.youtube.com/watch?v=P4i7MSjE6a8","[rights]","[]","[]","[Iowa]","[]","","","","","21","Sen. Rubio, Marco - (R – FL) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Roman Catholic","Hispanic","1971-05-28","35-44","[Law]","","[State]"
"51884717","YouTube","Sen. Paul Appears on Fox & Friends- April 27, 2015","2015-04-27 14:29:12Z","http://www.youtube.com/watch?v=Cg9G7Mi-5t4","[gear;contribution]","[]","[]","[]","[]","","","","","34","Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"51883757","YouTube","Students Should Know Before They Go","2015-04-27 14:58:42Z","http://www.youtube.com/watch?v=-ih9EZZPJ_Y","[students;transparency;greater transparency]","[Marco Rubio]","[]","[Iowa]","[Educational Loans]","","","","","25","Sen. Rubio, Marco - (R – FL) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Roman Catholic","Hispanic","1971-05-28","35-44","[Law]","","[State]"
"51883755","YouTube","What is this? 1999?","2015-04-29 14:12:22Z","http://www.youtube.com/watch?v=VMEO48wlok4","[favorite]","[]","[]","[]","[]","","","","","10","Sen. Rubio, Marco - (R – FL) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Roman Catholic","Hispanic","1971-05-28","35-44","[Law]","","[State]"
"51883753","YouTube","Are you old enough?","2015-04-29 14:25:55Z","http://www.youtube.com/watch?v=DQnrlX5wkvs","[favorite]","[]","[]","[]","[]","","","","","10","Sen. Rubio, Marco - (R – FL) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Roman Catholic","Hispanic","1971-05-28","35-44","[Law]","","[State]"
"51883749","YouTube","The 51st State?","2015-04-29 14:31:23Z","http://www.youtube.com/watch?v=pNeTrdzqeuo","[favorite]","[]","[]","[]","[]","","","","","9","Sen. Rubio, Marco - (R – FL) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Roman Catholic","Hispanic","1971-05-28","35-44","[Law]","","[State]"
"51883747","YouTube","Guac is still extra","2015-04-29 14:32:06Z","http://www.youtube.com/watch?v=geyHPPAfxoQ","[]","[]","[]","[]","[]","","","","","4","Sen. Rubio, Marco - (R – FL) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Roman Catholic","Hispanic","1971-05-28","35-44","[Law]","","[State]"
"51883745","YouTube","The Commish!","2015-04-29 14:32:31Z","http://www.youtube.com/watch?v=if7ItqCjTeg","[favorite;commish]","[]","[]","[]","[]","","","","","8","Sen. Rubio, Marco - (R – FL) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Roman Catholic","Hispanic","1971-05-28","35-44","[Law]","","[State]"
"51883743","YouTube","World's Dumbest Criminals","2015-04-29 14:32:53Z","http://www.youtube.com/watch?v=md6V2Kukjts","[criminals;favorite]","[]","[]","[]","[]","","","","","9","Sen. Rubio, Marco - (R – FL) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Roman Catholic","Hispanic","1971-05-28","35-44","[Law]","","[State]"
"51883741","YouTube","Marco Rubio: We Can Expand the American Dream","2015-05-05 21:14:24Z","http://www.youtube.com/watch?v=KzQjwS16nkw","[campaign;dream;american dream]","[]","[]","[New Hampshire]","[]","","","","","19","Sen. Rubio, Marco - (R – FL) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Roman Catholic","Hispanic","1971-05-28","35-44","[Law]","","[State]"
"51822403","YouTube","Who bought SethMeyers.ORG for $16?","2015-05-06 05:30:31Z","http://www.youtube.com/watch?v=oE29rDcFqlY","[]","[]","[]","[]","[]","","","","","4","Fiorina, Carly (R) Presidential Campaign ","Republican","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1954-09-06","55-64","[Management]","",""
