"","Date","Pos","Neg","Neutral"
"1",2015-06-16,0.615384615384615,0.0256410256410256,0.358974358974359
"2",2015-06-17,0.5,0.0714285714285714,0.428571428571429
"3",2015-06-18,0.785714285714286,0.0714285714285714,0.142857142857143
"4",2015-06-19,0.466666666666667,0.2,0.333333333333333
"5",2015-06-20,0.555555555555556,0,0.444444444444444
"6",2015-06-21,0.777777777777778,0.111111111111111,0.111111111111111
"7",2015-06-22,0.63265306122449,0.0408163265306122,0.326530612244898
"8",2015-06-23,0.642857142857143,0,0.357142857142857
"9",2015-06-24,0.642857142857143,0.142857142857143,0.214285714285714
"10",2015-06-25,0.590909090909091,0.272727272727273,0.136363636363636
"11",2015-06-26,0.4,0,0.6
"12",2015-06-27,0.733333333333333,0.133333333333333,0.133333333333333
"13",2015-06-28,0.676470588235294,0.117647058823529,0.205882352941176
"14",2015-06-29,0.5,0.0909090909090909,0.409090909090909
"15",2015-06-30,0.4,0.228571428571429,0.371428571428571
"16",2015-07-01,0.307692307692308,0.384615384615385,0.307692307692308
"17",2015-07-02,0.58695652173913,0.217391304347826,0.195652173913043
"18",2015-07-03,0.5,0.2,0.3
"19",2015-07-04,0.541666666666667,0.1875,0.270833333333333
"20",2015-07-05,0.666666666666667,0.0952380952380952,0.238095238095238
"21",2015-07-06,0.692307692307692,0.0769230769230769,0.230769230769231
"22",2015-07-07,0.523809523809524,0.285714285714286,0.19047619047619
"23",2015-07-08,0.521739130434783,0.0869565217391304,0.391304347826087
"24",2015-07-09,0.5,0.184210526315789,0.315789473684211
"25",2015-07-10,0.380952380952381,0.19047619047619,0.428571428571429
"26",2015-07-11,0.666666666666667,0.0666666666666667,0.266666666666667
"27",2015-07-12,0.333333333333333,0.5,0.166666666666667
"28",2015-07-13,0.565217391304348,0.217391304347826,0.217391304347826
"29",2015-07-14,0.652173913043478,0,0.347826086956522
"30",2015-07-15,0.461538461538462,0.153846153846154,0.384615384615385
"31",2015-07-16,0.461538461538462,0.307692307692308,0.230769230769231
"32",2015-07-17,0.5,0.181818181818182,0.318181818181818
"33",2015-07-18,0.53125,0.25,0.21875
"34",2015-07-19,0.666666666666667,0.166666666666667,0.166666666666667
"35",2015-07-20,0.594594594594595,0.243243243243243,0.162162162162162
"36",2015-07-21,0.516129032258065,0.0806451612903226,0.403225806451613
"37",2015-07-22,0.648648648648649,0.189189189189189,0.162162162162162
"38",2015-07-23,0.581395348837209,0.162790697674419,0.255813953488372
"39",2015-07-24,0.514285714285714,0.2,0.285714285714286
"40",2015-07-25,0.4,0.28,0.32
"41",2015-07-26,0.564102564102564,0.205128205128205,0.230769230769231
"42",2015-07-27,0.583333333333333,0.145833333333333,0.270833333333333
"43",2015-07-28,0.676470588235294,0.117647058823529,0.205882352941176
"44",2015-07-29,0.571428571428571,0.25,0.178571428571429
"45",2015-07-30,0.703703703703704,0.037037037037037,0.259259259259259
"46",2015-07-31,0.733333333333333,0.0666666666666667,0.2
"47",2015-08-01,0.142857142857143,0,0.857142857142857
"48",2015-08-02,0.333333333333333,0,0.666666666666667
"49",2015-08-03,0.659574468085106,0.0851063829787234,0.25531914893617
"50",2015-08-04,0.862068965517241,0.0689655172413793,0.0689655172413793
"51",2015-08-05,0.523809523809524,0.238095238095238,0.238095238095238
"52",2015-08-06,0.5,0.111111111111111,0.388888888888889
"53",2015-08-07,0.508196721311475,0.163934426229508,0.327868852459016
"54",2015-08-08,0.555555555555556,0.111111111111111,0.333333333333333
"55",2015-08-09,0.5,0.214285714285714,0.285714285714286
"56",2015-08-10,0.818181818181818,0,0.181818181818182
"57",2015-08-11,0.428571428571429,0.285714285714286,0.285714285714286
"58",2015-08-12,0.428571428571429,0.142857142857143,0.428571428571429
"59",2015-08-13,0.625,0.125,0.25
"60",2015-08-14,0.666666666666667,0,0.333333333333333
"61",2015-08-15,1,0,0
"62",2015-08-16,0.75,0,0.25
"63",2015-08-17,0.789473684210526,0.105263157894737,0.105263157894737
"64",2015-08-18,0.642857142857143,0.0714285714285714,0.285714285714286
"65",2015-08-19,0.8,0,0.2
"66",2015-08-20,0.75,0,0.25
"67",2015-08-21,0.533333333333333,0.2,0.266666666666667
"68",2015-08-22,0.384615384615385,0.307692307692308,0.307692307692308
"69",2015-08-23,1,0,0
"70",2015-08-24,0.461538461538462,0.153846153846154,0.384615384615385
"71",2015-08-25,0.459459459459459,0.243243243243243,0.297297297297297
"72",2015-08-26,1,0,0
"73",2015-08-27,0.5,0.25,0.25
"74",2015-08-28,0.6,0.05,0.35
"75",2015-08-29,0.75,0,0.25
"76",2015-08-30,1,0,0
"77",2015-08-31,0.625,0,0.375
"78",2015-09-01,0.5,0.142857142857143,0.357142857142857
"79",2015-09-02,0.352941176470588,0.411764705882353,0.235294117647059
"80",2015-09-03,0.375,0.125,0.5
"81",2015-09-04,1,0,0
"82",2015-09-05,0.416666666666667,0.25,0.333333333333333
"83",2015-09-06,0.666666666666667,0.222222222222222,0.111111111111111
"84",2015-09-07,0.612903225806452,0.161290322580645,0.225806451612903
"85",2015-09-08,0.666666666666667,0.0833333333333333,0.25
"86",2015-09-09,0.142857142857143,0.142857142857143,0.714285714285714
"87",2015-09-10,0.666666666666667,0,0.333333333333333
"88",2015-09-11,0.583333333333333,0.166666666666667,0.25
"89",2015-09-12,0.727272727272727,0.0454545454545455,0.227272727272727
"90",2015-09-13,0,0,1
"91",2015-09-14,0.545454545454545,0.0909090909090909,0.363636363636364
"92",2015-09-15,0.571428571428571,0.214285714285714,0.214285714285714
"93",2015-09-16,0.666666666666667,0,0.333333333333333
